Date,Close_Oil,High_Oil,Low_Oil,Open_Oil,Volume_Oil,Oil_Return,Close_USD,High_USD,Low_USD,Open_USD,Volume_USD,USDNGN_Return
2021-06-07,71.48999786376953,72.26000213623047,71.0999984741211,71.69999694824219,21019,-0.005579614608472627,412.0499877929688,412.0499877929688,408.0,412.0499877929688,0,0.00012132223474459551
2021-06-08,72.22000122070312,72.41000366210938,70.72000122070312,71.38999938964844,29742,0.010159482854643425,412.0400085449219,412.0400085449219,408.0,412.0400085449219,0,-2.421883069025493e-05
2021-06-09,72.22000122070312,72.87999725341797,71.81999969482422,72.13999938964844,31013,0.0,411.5,412.5,409.75,411.5,0,-0.0013114326364562147
2021-06-10,72.5199966430664,72.91999816894531,70.94999694824219,72.08999633789062,37080,0.004145306845011569,412.0400085449219,412.5,408.0,412.0400085449219,0,0.0013114326364560864
2021-06-11,72.69000244140625,73.08000183105469,71.87999725341797,72.38999938964844,36538,0.0023415174862060485,411.5,412.2300109863281,409.8500061035156,411.5,0,-0.0013114326364562147
2021-06-14,72.86000061035156,73.63999938964844,72.48999786376953,72.48999786376953,25816,0.002335942874371047,411.5,412.5,411.5,411.5,0,0.0
2021-06-15,73.98999786376953,74.33000183105469,72.77999877929688,73.0999984741211,32191,0.015390120108114717,412.0,412.6499938964844,409.3299865722656,412.0400085449219,0,0.0012143292324019804
2021-06-16,74.38999938964844,74.95999908447266,73.88999938964844,74.30000305175781,42294,0.005391595932918977,412.0,412.0,408.0,412.0,0,0.0
2021-06-17,73.08000183105469,74.48999786376953,72.0,73.9800033569336,42085,-0.017766759433208656,410.0,412.0,407.9700012207031,410.0,0,-0.004866189651172899
2021-06-18,73.51000213623047,73.75,72.18000030517578,73.06999969482422,26417,0.005866723881113683,409.5,410.5,409.0,409.5,0,-0.0012202564052293744
2021-06-21,74.9000015258789,74.94999694824219,72.9800033569336,73.33000183105469,38734,0.018732430448986422,410.0,411.2300109863281,410.0,410.0,0,0.001220256405229369
2021-06-22,74.80999755859375,75.29000091552734,74.33999633789062,74.80999755859375,39381,-0.0012023776458336068,410.5,411.0,408.0,410.5,0,0.0012187691941294254
2021-06-23,75.19000244140625,76.0,74.7300033569336,74.76000213623047,32883,0.0050667426102065545,410.0,411.0,409.1600036621094,410.8800048828125,0,-0.0012187691941294547
2021-06-24,75.55999755859375,75.7699966430664,74.5199966430664,75.37000274658203,26664,0.004908734462717795,411.0,411.7200012207031,409.4400024414063,411.0,0,0.002436054797881121
2021-06-25,76.18000030517578,76.20999908447266,74.94999694824219,75.61000061035156,31417,0.008171954733961775,410.0,411.0,409.5400085449219,410.0,0,-0.0024360547978811158
2021-06-28,74.68000030517578,76.58999633789062,74.5199966430664,76.16000366210938,27711,-0.019886642296473134,409.6799926757813,411.4599914550781,409.5799865722656,409.5799865722656,0,-0.000780810421960256
2021-06-29,74.76000213623047,75.51000213623047,73.91000366210938,74.5999984741211,4089,0.0010706884019053417,410.0,411.0,409.6199951171875,410.0,0,0.0007808104219602119
2021-06-30,75.12999725341797,75.5999984741211,74.54000091552734,75.13999938964844,33596,0.004936898661468477,411.0,411.0,409.6600036621094,411.0,0,0.002436054797881121
2021-07-01,75.83999633789062,76.75,74.55000305175781,74.69999694824219,52210,0.009405899836116562,411.0,411.0,410.5,410.5199890136719,0,0.0
